"name","region","type","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"Ireland","Europe & Central Asia","lifeExpectancy","37.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","37.7","25","30","20.55","20","35","37.7","-","-","-","-","-","-","-","37.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","49.4","-","-","-","-","-","-","-","-","-","53.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","57.6","-","-","-","-","-","-","-","-","-","58.9","-","-","-","-","60","-","-","-","-","61.4","-","-","-","65.61","64.78","67.2","67.96","68.07","68.06","69.01","69.06","69.36","69.49","70.23","69.69","69.99","70.24","70.49","70.69","70.2","71.24","70.93","70.85","70.89","71.68","71.02","71.24","71.18","71.76","71.86","72","71.98","72.25","72.6","72.96","73.23","73.26","73.71","73.65","73.72","74.52","74.55","74.58","74.98","75.14","75.54","75.4","75.91","75.58","75.94","76.08","76.3","76.2","76.66","77.24","77.73","78.24","78.64","79.4","79.73","79.66","79.94","80.16"
"Ireland","Europe & Central Asia","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5052603","5123045","5170718","5219102","5267487","5316582","5366390","5416197","5466716","5517947","5569177","5621119","5655984","5690849","5725715","5760580","5796156","5831733","5868021","5904310","5940598","5976886","5992540","6006059","6033097","6045905","6040924","5838137","5436120","5162891","4893931","4634933","4508991","4410800","4328262","4279877","4249993","4211570","4191647","4171013","4141840","4118359","4109821","4068552","4013764","3981033","3929803","3904187","3889245","3877149","3855803","3840861","3823072","3791053","3770419","3756188","3755477","3761169","3758323","3746938","3702112","3661554","3629535","3574747","3539882","3514267","3490786","3455921","3416075","3384767","3357018","3329979","3297249","3278037","3265230","3244595","3231788","3223249","3214711","3203326","3179846","3164192","3155654","3143557","3136442","3130038","3129327","3122211","3120077","3121500","3120077","3117231","3107981","3092327","3083789","3043943","3040385","3040385","3045366","3096596","3103000","3096000","3002000","3014000","3005000","2985000","2971000","2957000","2944000","2937000","2927000","2933000","2949000","2962000","2971000","2971000","2967000","2948000","2937000","2934000","2958000","2993000","2963000","2946000","2944000","2952000","2957000","2974000","2985000","2981000","2963018","2959311","2952156","2947311","2936769","2916133","2895253","2878220","2851522","2843041","2832000","2818300","2830000","2850000","2864000","2876000","2884000","2900100","2912500","2925600","2950100","2978300","3024400","3073200","3124200","3177300","3227800","3271900","3314000","3368200","3401000","3443400","3480000","3504000","3529000","3540000","3540500","3539900","3529600","3513200","3508200","3530771","3557761","3578349","3595542","3613890","3636179","3667233","3707555","3750141","3791690","3835025","3879155","3924023","3969558","4015676","4062235","4109086","4156119","-"
"Ireland","Europe & Central Asia","income","1213.16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1255.19","1273","1291.06","1309.38","1327.97","1346.81","1365.92","1385.3","1404.96","1424.9","1445.12","1465.63","1486.42","1507.52","1528.91","1550.6","1572.61","1594.92","1617.56","1640.51","1663.79","1687.4","1711.34","1735.63","1760.26","1472.74","1232.18","1400","1232","1200","1550","1800","1970.3","1998.25","2026.61","2055.37","2084.54","2114.12","2144.12","2174.54","2205.4","2236.69","2268.43","2300.62","2333.27","2366.38","2399.96","2434.01","2468.55","2503.58","2539.11","2564.79","2590.73","2616.93","2643.4","2670.13","2697.13","2724.41","2751.97","2779.8","2807.91","2836.31","2864.99","2893.97","2923.24","2952.8","2982.66","3012.83","3043.3","3074.08","3105.17","3136.57","3168.29","3200.34","3232.7","3265.4","3298.42","3331.78","3365.48","3399.51","3433.9","3468.62","3503.7","3539.14","3574.93","3611.09","3647.61","3684.5","3721.76","3759.4","3797.42","3835.83","3874.62","3913.81","3876.19","3838.93","3802.03","3765.48","3729.28","3693.44","3657.94","3622.77","3716.68","3682.89","3674.88","3680.34","3678.42","3795.01","3915.26","4039.53","4144.23","4250.85","4126.9","4005.44","4122.34","4242.7","4366.06","4229.22","4366.34","4365.92","4365.8","4365.89","4365.68","4365.62","4365.67","4318.47","4365.83","4423.12","4621.03","4869.55","4939.18","5069.59","5210.28","5359.59","5427.05","5607.71","5574.54","5599.08","5535.12","5776.53","6125.35","6449","6631.6","6896.75","7131.74","7225.83","7267.29","7655.57","8253.11","8710.47","8867.96","9088.5","9530.77","9822.55","10073.82","10465.52","10445.81","11150.98","11800.94","11967.79","12217.02","12467.88","12618.32","12501.69","12953.44","13311.61","13252.76","13872.87","14639.6","15562.98","16904.61","17120.66","17558.82","17927.85","18869.09","20581.98","22144.69","24521.95","26127.25","28496.8","30827.98","32335.28","34077.05","35191.11","36303.8","38058","39093.97","40501.4","38533.88","35692.95"
"Italy","Europe & Central Asia","lifeExpectancy","29.01","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","29.69","31.6","31.75","31.31","33.6","34.88","34.32","33.95","32.74","34.2","34.29","35.18","36.6","36.83","35.1","35.97","36.92","39.05","38.5","38.46","38.84","39.79","39.91","39.61","40.7","43.29","42.33","43.67","41.66","43.52","42.99","43.15","44.43","43.94","45.09","45.45","43.19","44.67","46.75","44.77","48.98","48.46","49.89","42.34","39.27","37.69","25.62","42.1","45.51","49.25","50.01","51.45","51.51","51.31","50.96","52.58","52.67","52.29","55.2","54.78","54.77","56.29","56.86","56.22","56.75","55.49","56.13","57.64","56.95","54.62","52.45","49.19","52.34","54.78","58.97","61.18","63.45","64.11","65.77","65.31","65.94","66.58","67.9","68.25","67.64","67.81","68.87","69.32","69.21","69.85","69.24","69.35","70.4","70.27","71.02","71.06","70.88","70.9","71.66","71.91","72.19","72.13","72.85","72.76","73.11","73.48","73.83","74.16","74.12","74.51","74.98","74.8","75.56","75.67","76","76.42","76.6","77","77.06","77.07","77.44","77.72","77.93","78.19","78.52","78.82","78.92","79.32","79.73","80.01","80.25","80.33","81.19","81.18","81.59","81.11","81.24","81.34"
"Italy","Europe & Central Asia","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20176000","20306000","20437000","20568000","20701000","20834000","20968000","21103000","21239000","21376000","21513000","21652000","21791000","21932000","22073000","22215000","22358000","22502000","22647000","22793000","22939000","23087000","23236000","23385000","23536000","23687000","23840000","23993000","24148000","24303000","24460000","24617000","24776000","24935000","25096000","25257000","25420000","25584000","25748000","25914000","26081000","26249000","26418000","26610000","26814000","27023000","27256000","27411000","27501000","27681000","27888000","28063000","28233000","28387000","28505000","28630000","28837000","29067000","29252000","29425000","29534000","29672000","29898000","30113000","30366000","30644000","30857000","31049000","31243000","31468000","31702000","31892000","32091000","32303000","32513000","32689000","32863000","33078000","33285000","33487000","33672000","33877000","34166000","34436000","34715000","35011000","35297000","35594000","35899000","36213000","36572000","36917000","37150000","37248000","37526000","37982000","38142000","37981000","37520000","37250000","37398000","37691000","38086000","38460000","38810000","39165000","39502000","39848000","40186000","40469000","40791000","41132000","41431000","41753000","42093000","42429000","42750000","43068000","43419000","43865000","44341000","44734000","45004000","45177000","45290000","45442000","45725000","46040000","46381000","46733000","47105000","47418000","47666000","47957000","48299000","48633000","48921000","49182000","49476000","49832000","50197600","50523200","50843200","51198300","51600200","51987100","52331600","52667100","52986600","53317000","53661100","54005500","54365564","54796843","55226259","55571894","55838536","56059245","56240143","56367710","56451247","56502489","56535636","56630129","56696963","56731215","56733833","56729703","56734027","56737529","56742886","56747462","56840847","57026746","57179460","57274531","57367032","57479469","57550318","57603634","57719337","57844924","57926999","57998353","58057477","58103033","58133509","58147733","58145321","-"
"Italy","Europe & Central Asia","income","1339.84","1322.44","1365.94","1405.09","1465.99","1418.14","1452.94","1426.84","1509.5","1513.85","1396.39","1352.89","1378.99","1418.14","1435.54","1374.64","1352.89","1365.94","1465.99","1457.29","1452.94","1431.19","1448.59","1461.64","1496.45","1479.05","1518.2","1496.45","1479.05","1470.35","1452.94","1500.8","1518.2","1522.55","1535.6","1579.1","1431.19","1392.04","1418.14","1405.09","1448.59","1479.05","1483.4","1409.44","1409.44","1422.49","1409.44","1448.59","1444.24","1435.54","1357.24","1361.59","1339.84","1309.39","1226.74","1239.79","1244.14","1331.14","1383.34","1339.84","1335.49","1448.59","1492.1","1522.55","1496.45","1574.75","1465.99","1479.05","1487.75","1526.9","1600.85","1592.15","1566.05","1566.05","1674.8","1640","1579.1","1600.85","1683.5","1679.15","1722.65","1770.5","1809.66","1831.41","1774.85","1827.06","1914.06","1940.16","1918.41","1848.81","1896.66","1944.51","1931.46","1979.31","1988.01","2009.76","2031.51","2044.56","2053.26","2079.36","2127.22","2166.37","2214.22","2270.77","2340.37","2414.32","2479.58","2557.88","2592.68","2636.18","2640.53","2670.98","2762.33","2871.09","3133.99","3155.61","3517.13","3756.73","4142.93","3599.69","3229.38","3268.57","3419.44","3438.41","3409.86","3564.46","3560.69","3578.97","3782.3","3881.82","3664.52","3696.84","3832.8","3798.85","3826.45","4125.84","4218.03","4388.13","4396.7","4653.39","4495.44","4384.39","4377.87","4124.63","3499.45","2730.28","3417.92","3892.09","4108.64","4219.07","4461.07","4719.64","4931.4","5222.08","5436.14","5733.71","5958.25","6248.66","6518.37","6885.77","7314.83","7820.21","8243.58","8636.91","8821.6","9011.54","9503.61","10022.4","10694.07","11274.4","11788.23","11939.22","12269.27","13133.75","13614.98","13160.79","14021.93","14255.98","14831.4","15712.14","16201.88","16362.8","16537.48","16717.44","17530.69","18078.95","18479.37","19207.23","20293.85","21166.48","21561.42","21755.4","22013.64","21826.22","22471.23","23680.31","23897.55","24675.02","25409.99","26128.82","27160.47","27779.73","27968.1","27839.64","27887.57","27750","28141.34","28342.66","27753.8","26160.59"
"Netherlands","Europe & Central Asia","lifeExpectancy","39.86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39.86","40","38.66","38.63","38.63","34.53","38.39","35.46","34.66","30.86","36.91","36.44","38.28","38.33","37.56","36.37","33.64","39.31","37.75","40.47","37.34","32.94","36.49","39.2","41.3","38.24","40.35","42.03","41.1","41.96","40.39","42.87","43.79","42.35","41.34","43.3","41.98","44.99","44.22","44.35","44.4","44.25","43.95","45.8","46.93","46.64","48.56","49.36","49.03","49.35","48.4","48.72","50.61","51.51","50.9","52.11","52.78","53.54","52.76","54.96","55.14","53.17","57.21","57.37","57.2","57.22","56.16","55.67","47.61","54.98","57.84","59.77","59.84","62.06","62.97","63.18","63.04","62.65","63.74","62.19","64.73","64.35","65.44","66.08","66.62","66.54","66.76","66.98","67.4","67.73","65.4","65.33","65.84","64.43","61.26","55.45","67.58","69.53","71.05","70.28","71.45","71.51","72.13","71.71","72.4","72.52","72.54","72.99","73.15","73.19","73.37","73.56","73.23","73.35","73.73","73.6","73.55","73.82","73.63","73.54","73.6","73.84","73.75","74.2","74.59","74.52","74.65","75.24","75.15","75.63","75.76","75.97","76.05","76.25","76.32","76.38","76.36","76.83","77.03","76.87","77.05","77.21","77.42","77.11","77.6","77.64","77.65","78.03","78.12","78.07","78.24","78.45","78.53","78.79","79.38","79.65","80","79.82","80.02","80.19"
"Netherlands","Europe & Central Asia","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2333000","2365000","2400000","2435000","2474000","2514000","2543000","2561000","2585000","2610000","2633000","2653000","2665000","2683000","2707000","2732000","2762000","2791000","2821000","2853000","2886000","2921000","2952000","2981000","3014000","3047000","3069000","3071000","3069000","3076000","3098000","3133000","3167000","3194000","3218000","3235000","3253000","3277000","3294000","3304000","3318000","3340000","3366000","3397000","3431000","3460000","3484000","3510000","3543000","3575000","3610000","3636000","3662000","3670000","3745000","3788000","3832000","3883000","3834000","3986000","4043000","4079000","4130000","4180000","4226000","4276000","4326000","4378000","4432000","4485000","4535000","4585000","4632000","4684000","4743000","4803000","4866000","4935000","5003000","5070000","5142000","5221000","5305000","5389000","5470000","5551000","5632000","5710000","5786000","5862000","5922000","5984000","6068000","6164000","6277000","6395000","6516000","6654000","6752000","6805000","6848000","6921000","7032000","7150000","7264000","7366000","7471000","7576000","7679000","7782000","7884000","7999000","8123000","8237000","8341000","8434000","8516000","8599000","8685000","8782000","8879000","8966000","9042000","9103000","9175000","9262000","9424000","9630000","9800000","9956000","10113527","10264311","10381988","10493184","10615380","10750842","10889351","11026383","11186875","11347639","11486000","11638713","11805689","11965966","12127120","12292000","12454800","12596822","12724680","12873000","13032335","13193776","13329874","13438404","13540584","13653438","13769913","13852989","13936754","14030002","14143901","14246049","14310401","14362381","14420022","14491380","14571875","14665278","14761339","14848907","14951510","15066220","15174244","15274942","15382198","15459054","15527809","15604464","15699259","15801947","15907853","16017445","16122830","16223248","16318199","16407491","16491461","16570613","16645313","-"
"Netherlands","Europe & Central Asia","income","2412.43","2410.19","2407.94","2405.7","2403.46","2401.22","2398.98","2396.75","2140.32","2115.41","2430.6","2463.51","2148.66","1937.55","1872.82","2485.36","2369.94","2397.3","2439.55","2329.64","2501.29","2446.72","2465.54","2584.47","2562.02","2492.15","2527.58","2672.71","2726.07","2726.1","2484.29","2665.82","2786.45","2719.09","2738.8","2726.17","2812.27","2874.01","2899.55","2893.62","2916.68","2940.77","2863.66","2808.67","2830.48","2805.03","2805.07","2819.16","2860.82","2941.02","2991.96","3030.22","2990.41","2917.71","3091.87","3002.04","3117.88","3057.96","2968.78","2857.73","2990.17","2902.77","3012.98","3064.49","3181.52","3182.08","3296.34","3177.69","3192","3290.79","3390.1","3358.03","3384.07","3442.73","3302.9","3481.91","3479","3509.16","3487.48","3305.83","3485.25","3494.5","3531.33","3739.93","3751.79","3777.75","3779.03","3816.41","3809.49","3884.11","3672.78","3628.37","3685.88","3593.38","3745.99","3708.29","3801.33","3832.52","3827.14","3818.28","3713.31","3826.9","3917.61","3843.64","3828.61","3951.5","3963.17","3826.46","3838.51","3979.81","4088.22","4188.72","4263.1","4422.05","4314.78","4098.55","4042.31","3588.65","3331.55","3716.74","4230.58","4958.89","5218.13","5261.95","5563.92","5681.74","6000.34","6211.6","6408.23","6457.97","6309.26","6009.03","5868.27","5827.76","5713.9","5822.82","6105.71","6414.44","6177.32","6641.98","5796.49","5449.65","4950.39","4813.35","3201.78","3255.32","5458.49","6215.75","6792.51","7196.12","7407.85","7498.82","7564.17","8144.21","8638.54","9170.54","9494.99","9690.89","9482.82","9823.19","10620.98","10822.2","11167.47","11420.64","12287.88","12809.27","13041.3","13626.76","14442.49","15304.9","16036.47","16602.54","16935.57","17681.37","18324.6","18255.08","18992.14","19415.07","19842.47","20126.43","20372.21","20194.33","19900.97","20247.92","20861.01","21393.33","22007.79","22345.03","23032.6","23982.73","24902.12","25383.24","25713.88","25958.69","26648.08","27423.96","28344.59","29491.94","30566.5","31895.29","33000.17","33482.67","33406.92","33454.56","34181.87","34724","35845.52","36535.43","37069.42","36074.53"
"Poland","Europe & Central Asia","lifeExpectancy","35.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","49.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","59.05","59.65","60.83","61.92","62.93","63.85","64.69","65.45","65.92","65.53","67.86","67.98","67.64","68.57","68.8","69.5","69.91","69.61","70.25","69.74","69.87","69.67","70.85","70.85","71.36","70.77","70.77","70.67","70.6","70.93","70.28","71.26","71.32","71.16","70.9","70.64","70.93","70.98","71.35","71.1","70.75","70.45","70.99","71.51","71.82","72.05","72.39","72.75","73.13","73.18","73.91","74.33","74.67","74.85","75.02","75.15","75.35","75.52","75.68","75.84"
"Poland","Europe & Central Asia","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10426000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13000000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16865000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22854000","-","-","-","-","-","-","-","-","-","24750000","-","-","-","-","-","-","-","-","-","26644000","-","-","26710000","-","-","-","-","-","-","23968000","24330000","24935000","25569000","25992000","26425000","26815000","27148000","27509000","27856000","28204000","28615000","29022000","29421000","29771000","30129000","30471000","30791000","31062000","31365000","30021000","-","-","-","-","-","23959000","23734000","23980000","24410000","24824000","25262265","25730551","26221264","26715134","27220668","27743876","28235346","28692576","29152334","29589842","29978949","30329617","30662122","30975520","31262358","31532016","31785378","32034813","32280848","32526000","32777810","33039545","33331131","33642890","33969240","34299428","34621254","34929072","35256645","35578016","35901961","36227381","36571418","36904134","37225792","37504275","37740710","37866840","37970155","38119408","38253222","38370697","38467746","38548296","38600642","38629842","38654957","38668756","38665539","38654164","38643641","38625976","38602853","38580445","38557984","38536869","38518241","38500696","-"
"Poland","Europe & Central Asia","income","1198.39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1290.47","1294.57","1298.67","1302.79","1306.92","1311.07","1315.22","1319.4","1323.58","1327.78","1331.99","1336.21","1340.45","1344.7","1348.97","1353.24","1357.54","1361.84","1366.16","1370.49","1374.84","1379.2","1383.57","1387.96","1392.36","1396.78","1401.21","1405.65","1410.11","1414.58","1419.07","1423.57","1428.09","1432.61","1437.16","1441.72","1446.29","1450.88","1455.48","1460.09","1464.72","1469.37","1474.03","1478.7","1483.39","1488.1","1492.82","1497.55","1502.3","1507.07","1511.84","1535.12","1558.75","1582.74","1607.11","1631.85","1656.97","1682.47","1708.37","1734.67","1761.37","1788.49","1816.02","1843.97","1872.36","1901.18","1930.45","1960.16","1990.34","2020.98","2052.09","2089.19","2126.96","2165.42","2204.57","2244.43","2285.01","2326.32","2368.38","2411.2","2454.79","2478.36","2502.15","2526.17","2550.42","2574.9","2599.62","2624.58","2649.77","2675.21","2700.89","2726.76","2752.88","2779.24","2813.64","2848.47","2883.73","2919.43","2955.56","2992.15","3029.19","3066.68","3104.64","3143.07","3181.98","3221.37","3261.24","3301.61","3342.48","3383.85","3187.21","2914.14","2649.16","2540.64","2546.64","2551.83","2596.46","3061.3","3487.75","3750.1","3174.55","2892.29","2543.47","2391.53","1536.58","1588.31","2706.91","3132.14","3477.09","3741.25","3910.56","4011.8","4029.33","4183.46","4338.68","4464.95","4576.69","4734.25","4885.49","4948.3","5137.59","5475.68","5338.75","5597.46","5788.41","6052.03","6378.94","6557.15","6900.04","6778.28","7076.39","7522.54","8006.51","8533.52","8950.74","9281.98","9421.88","9508.14","9766.19","9496.48","9173.32","8606.55","8451.53","8786.11","9030.45","9046.3","9263.85","9082.35","9252.06","9083.71","8172.11","7572.21","7738.88","8007.93","8414.16","8986.89","9518.9","10159.58","10716.13","11208.8","11680.79","11825.87","12002.24","12472.53","13146.01","13573","14427.4","15414.7","16185.04","16465.8"
"Spain","Europe & Central Asia","lifeExpectancy","29.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","29.5","-","-","-","-","-","-","-","-","-","32.1","-","-","-","-","-","-","-","34.8","-","-","-","-","-","-","-","41.45","41.06","40.92","39.8","43.53","42.56","42.84","43.05","43.98","42.63","30.29","41.12","39.31","42.03","44.21","44.75","46.3","46.95","47.76","48.49","48.67","49.49","49.34","49.25","51.2","51.6","52.24","52.72","50.9","47.22","47.53","47.09","48.39","47.16","52.48","54.85","56.25","57.84","57.57","59.33","61.27","61.02","61.87","61.52","64.94","65.81","67.01","66.78","66.82","66.66","68.85","68.77","69.27","69.66","69.69","69.85","70.58","70.99","71.25","71.44","71.73","71.26","72.24","71.85","73.06","72.84","73.22","73.55","73.87","74.39","74.58","75.12","75.6","75.74","76.3","76.08","76.46","76.42","76.67","76.9","76.91","76.98","76.99","77.12","77.57","77.7","78.05","78.12","78.26","78.77","78.85","78.86","79.34","79.69","79.78","79.72","80.28","80.28","80.94","80.75","80.94","81.11"
"Spain","Europe & Central Asia","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12203000","12284000","12366000","12449000","12532000","12615000","12699000","12784000","12869000","12955000","13041000","13128000","13216000","13304000","13392000","13482000","13571000","13662000","13753000","13845000","13937000","14030000","14123000","14217000","14312000","14407000","14503000","14600000","14697000","14795000","14894000","14974000","15055000","15136000","15217000","15299000","15381000","15455000","15526000","15584000","15642000","15699000","15754000","15809000","15864000","15920000","15976000","16032000","16088000","16144000","16201000","16258000","16315000","16372000","16429000","16487000","16545000","16603000","16677000","16768000","16859000","16951000","17043000","17136000","17230000","17323000","17418000","17513000","17600000","17678000","17757000","17836000","17916000","17996000","18076000","18157000","18238000","18320000","18402000","18484000","18566000","18659000","18788000","18919000","19050000","19133000","19316000","19450000","19585000","19721000","19858000","19994000","20128000","20263000","20398000","20535000","20673000","20811000","20950000","21091000","21232000","21411000","21628000","21847000","22069000","22292000","22518000","22747000","22977000","23210000","23445000","23675000","23897000","24122000","24349000","24579000","24810000","25043000","25279000","25517000","25757000","25979000","26182000","26387000","26594000","26802000","27012000","27223000","27437000","27651000","28062963","28298010","28549870","28804128","29060413","29318745","29579142","29841614","30106188","30372877","30641187","30903894","31158061","31429834","31740862","32084511","32451975","32850275","33239301","33566084","33876479","34195056","34513161","34836716","35184287","35563535","35996780","36439000","36861034","37200014","37488360","37750800","37983310","38184166","38362861","38534853","38707556","38880702","39053881","39214523","39350769","39461418","39549438","39627587","39690971","39749715","39803829","39855442","39906235","39953263","40016081","40087104","40152517","40217413","40280780","40341462","40397842","40448191","40491051","-"
"Spain","Europe & Central Asia","income","1443.02","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1510.35","1513.78","1517.21","1520.65","1524.09","1527.55","1531.01","1534.48","1537.96","1541.44","1544.93","1548.44","1551.94","1555.46","1558.99","1562.52","1566.06","1569.61","1573.17","1576.73","1580.31","1583.89","1587.48","1591.07","1594.68","1598.29","1601.92","1605.55","1609.18","1612.83","1616.49","1632.37","1697.44","1702.12","1723.99","1801.43","1743.21","1695.79","1727.9","1798.2","1852.46","1870.46","1876.68","1913.85","1908.72","1843.65","1933.43","1922.37","1722.31","1770.45","1808.9","1945.24","2207.57","2394.12","2186.23","2242.35","2276.7","2500.26","2424.55","2278.23","2466.65","2516.2","2535.07","2578.06","2571.04","2489.16","2422.5","2375.82","2459.86","2443.33","2433.81","2478.14","2652.1","2547.88","2564.95","2531.14","2319.09","2426.09","2601.44","2631.41","2676.85","2848.79","2747","2740.65","2712.76","2663.39","2774.32","2841.88","2932.93","2963.39","2839.94","3022.91","2980.16","3080.48","3017.63","3046.46","3166.83","3107.16","3064.66","3063.21","3262.65","3315.45","3422.14","3431.6","3493.17","3672.26","3621.9","3896.12","3872.19","4104.43","3926.82","3789.68","3835.49","3725.35","3830.02","3870.45","2980.4","2709.06","2682.76","2869.22","3117.62","3041.43","3186.35","3278.25","3403.92","3149.32","3265.09","3293.12","3275.47","3229.14","3280.32","3576.32","3834.03","3787.81","4039.52","4163.5","4462.54","4564.8","4720.21","4571.3","4603.07","5149.13","5693.84","6221.1","6765.93","7136.52","7582.37","7993.51","8374.24","9039.41","9469.63","9918.21","10638.75","11481.02","12212.46","12507.48","12886.57","13236.92","13521.55","13589.12","13790.56","13765.39","13926.17","14203.11","14342.73","14568.71","14982.65","15764.98","16553.14","17355.75","18064.92","18472.91","18603.06","18374.87","18782.73","19272.14","19709.87","20445.3","21333.94","22286.36","23410.16","24221.8","24835.47","25564.29","26357.05","27270","27898.65","28427.37","28159.21","26811.93"
"Sweden","Europe & Central Asia","lifeExpectancy","32.16","36.9","40.2","40.28","39.7","41.05","36.17","38.76","30.15","26.9","31.99","34.58","35.07","36.49","38.57","40.42","41.74","40.29","40.02","36.97","40.23","38.14","42.76","45.19","44.97","45.24","43.08","42.64","37.74","36.18","40.97","38.98","40.84","42.5","38.53","47.14","45.13","39.57","39.98","39.88","43.98","45.17","42.8","42.82","44.03","45.99","42.04","40.12","45.13","44.5","44.69","43.62","41.35","39.99","44.55","43.08","42.14","34.64","42","44.27","48.47","47.12","42.55","45.38","44.77","45.4","44.73","46.18","43.23","40.96","45.01","48.98","50.08","48.68","44.28","44.61","44.82","46.05","46.73","48.92","47.62","48.5","48.59","49.05","49.17","48.94","50.6","51.46","52.35","52.3","50.48","51.09","50.61","51.36","52.1","54.16","53.49","54.14","54.69","50.95","52.27","52.92","54.76","55.09","55.4","54.55","56.7","56.98","56.42","58.42","57.8","58.03","57.79","58.68","58.26","57.2","58.22","58.9","49.81","56.57","58.81","61.03","61.05","63","62","62.56","62.79","61.59","62.27","62.32","63.19","62.69","63.95","64.83","64.98","64.86","64.61","64.63","65.57","66.4","66.74","67.03","68.97","68.72","67.74","68.34","69.51","69.47","70.73","70.8","71.14","71.37","71.86","71.9","72.36","72.6","72.66","72.49","73.14","73.37","73.04","73.5","73.37","73.56","73.73","73.88","74.13","74.16","74.03","74.15","74.7","74.62","74.72","74.88","74.99","75","75.01","75.44","75.53","75.57","75.8","76.1","76.42","76.66","76.92","76.78","77.04","77.19","77.08","77.74","77.67","77.81","78.16","78.24","78.86","78.94","79.15","79.39","79.53","79.61","79.84","79.93","80.04","80.33","80.67","80.75","80.95","81.08","80.97","81.12"
